Wavelength,Species,Transition,A-coeff. (/s),E_u (K),Comments,Ref
14.095532,OH,"v=1,J=45/2,p=-,F=F2->v=1,J=43/2,p=+,F=F2",154.0,17473.3,,OTHERS
14.1104,OH,"v=1,J=43/2,p=-,F=F1->v=1,J=41/2,p=+,F=F1",153.1,17501.3,,OTHERS
14.118591,OH,"v=1,J=45/2,p=+,F=F2->v=1,J=43/2,p=-,F=F2",153.3,17449.1,,OTHERS
14.130397,OH,"v=1,J=43/2,p=+,F=F1->v=1,J=41/2,p=-,F=F1",152.4,17483.6,,OTHERS
14.1345027,H I,12-45,7.354,157725.2,,CLOUDY
14.17732173,He I,1Ho-1G      5 - 4,573.7,284390.3,,CLOUDY
14.183084,H I,9-13,8192.0,156869.4,,CLOUDY
14.1844221,H I,12-44,8.256,157721.6,,CLOUDY
14.238257,H I,12-43,9.295,157717.7,,CLOUDY
14.2964387,H I,12-42,10.5,157713.6,,CLOUDY
14.298298169,He I,1I-1Ko     6 - 7,1561.0,285026.0,,CLOUDY
14.301894366,H2,"v=12,J= 5->v=11,J= 7",2.384e-10,50203.5,,MEUDON
14.3041691,H I,11-23,272.9,157504.8,,CLOUDY
14.353274534,H2,"v= 2,J=15->v= 1,J=17",6.128e-10,27265.0,,MEUDON
14.3594612,H I,12-41,11.89,157709.2,,CLOUDY
14.3678,[Cl II],3P-3P      2 - 1,0.00762,1001.4,,CLOUDY
14.406766503,H2,"v= 3,J= 4->v= 3,J= 2",2.101e-09,18385.9,,MEUDON
14.4278928,H I,12-40,13.51,157704.5,,CLOUDY
14.5023897,H I,12-39,15.41,157699.3,,CLOUDY
14.583714,H I,12-38,17.64,157693.8,,CLOUDY
14.5862339,H2,"v=14,J= 3->v=13,J= 1",1.261e-10,51893.6,,MEUDON
14.606350087,H2,"v=11,J= 7->v=10,J= 9",5.865e-10,49197.5,,MEUDON
14.606561387,H2,"v=11,J= 9->v=11,J= 7",1.847e-09,50182.6,,MEUDON
14.620795344,H2,"v=10,J= 7->v=10,J= 5",2.84e-09,47021.3,,MEUDON
14.622269,OH,"v=0,J=41/2,p=-,F=F2->v=0,J=39/2,p=+,F=F2",136.7,10753.8,,OTHERS
14.632623,OH,"v=1,J=43/2,p=+,F=F2->v=1,J=41/2,p=-,F=F2",137.3,16452.6,,OTHERS
14.641406,OH,"v=0,J=39/2,p=-,F=F1->v=0,J=37/2,p=+,F=F1",135.6,10783.1,,OTHERS
14.648195,OH,"v=0,J=41/2,p=+,F=F2->v=0,J=39/2,p=-,F=F2",136.0,10731.8,,OTHERS
14.650327,OH,"v=1,J=41/2,p=+,F=F1->v=1,J=39/2,p=-,F=F1",136.4,16481.6,,OTHERS
14.657354,OH,"v=1,J=43/2,p=-,F=F2->v=1,J=41/2,p=+,F=F2",136.6,16430.1,,OTHERS
14.663588,OH,"v=0,J=39/2,p=+,F=F1->v=0,J=37/2,p=-,F=F1",135.0,10767.4,,OTHERS
14.671638,OH,"v=1,J=41/2,p=-,F=F1->v=1,J=39/2,p=+,F=F1",135.8,16465.4,,OTHERS
14.6727547,H I,12-37,20.27,157687.8,,CLOUDY
14.703730875,He I,1I-1Ko     6 - 7,1830.0,284998.3,,CLOUDY
14.709769,H I,11-22,349.8,157477.1,,CLOUDY
14.758041547,H2,"v= 7,J= 5->v= 7,J= 3",2.96e-09,36588.2,,MEUDON
14.7705552,H I,12-36,23.39,157681.3,,CLOUDY
14.771,[Fe VI],4F-4F    5/2 - 7/2,0.0134,1709.7,,CLOUDY
14.797596945,H2,"v= 4,J=14->v= 3,J=16",1.014e-09,34295.6,,MEUDON
14.813635364,H2,"v=14,J= 4->v=13,J= 2",1.138e-10,51965.8,,MEUDON
14.81942225,H2,"v= 9,J= 6->v= 9,J= 4",2.98e-09,43798.1,,MEUDON
14.8783473,H I,12-35,27.11,157674.3,,CLOUDY
14.885176316,H2,"v=14,J= 2->v=13,J= 0",8.335e-11,51829.2,,MEUDON
14.95614345,He I,1I-1Ho     6 - 5,127.0,284707.8,,CLOUDY
14.962256,H I,10-16,2280.0,157186.7,,CLOUDY
14.9975949,H I,12-34,31.58,157666.6,,CLOUDY
15.1300502,H I,12-33,36.97,157658.2,,CLOUDY
15.175788872,H2,"v= 8,J=11->v= 7,J=13",1.168e-09,44641.1,,MEUDON
15.19768394,He I,3Fo-3D      2 - 1,331.4,284966.4,Mult  3,CLOUDY
15.19768688,He I,3Fo-3D      2 - 2,36.82,284966.4,Mult  3,CLOUDY
15.19768708,He I,3Fo-3D      2 - 3,0.7515,284966.4,Mult  3,CLOUDY
15.2,CO2 ice,O-C-O bend,,,FWHM =,OTHERS
15.203926,H I,11-21,455.2,157445.3,,CLOUDY
15.230964,OH,"v=1,J=41/2,p=-,F=F2->v=1,J=39/2,p=+,F=F2",121.4,15469.3,,OTHERS
15.252226,OH,"v=1,J=39/2,p=-,F=F1->v=1,J=37/2,p=+,F=F1",120.5,15499.6,,OTHERS
15.25751,OH,"v=1,J=41/2,p=+,F=F2->v=1,J=39/2,p=-,F=F2",120.8,15448.5,,OTHERS
15.267385,OH,"v=0,J=39/2,p=+,F=F2->v=0,J=37/2,p=-,F=F2",119.7,9769.8,,OTHERS
15.268121893,H2,"v= 4,J= 4->v= 4,J= 2",1.802e-09,23294.8,,MEUDON
15.274944,OH,"v=1,J=39/2,p=+,F=F1->v=1,J=37/2,p=-,F=F1",120.0,15484.7,,OTHERS
15.2778268,H I,12-32,43.51,157649.0,,CLOUDY
15.290599,OH,"v=0,J=37/2,p=+,F=F1->v=0,J=35/2,p=-,F=F1",118.6,9800.5,,OTHERS
15.295222,OH,"v=0,J=39/2,p=-,F=F2->v=0,J=37/2,p=+,F=F2",119.0,9749.6,,OTHERS
15.314236,OH,"v=0,J=37/2,p=-,F=F1->v=0,J=35/2,p=+,F=F1",118.1,9786.2,,OTHERS
15.351771215,H2,"v= 9,J=10->v= 8,J=12",9.732e-10,46520.7,,MEUDON
15.400691361,H2,"v= 7,J=12->v= 6,J=14",1.133e-09,42605.2,,MEUDON
15.4434963,H I,12-31,51.52,157638.9,,CLOUDY
15.55505,[Ne III],3P-3P      2 - 1,0.005846,925.0,,CLOUDY
15.6302171,H I,12-30,61.38,157627.8,,CLOUDY
15.67346662,H2,"v=13,J= 3->v=12,J= 5",5.542e-12,51121.5,,MEUDON
15.680333053,H2,"v=11,J= 8->v=11,J= 6",1.466e-09,49675.6,,MEUDON
15.810460236,He I,1I-1Ko     6 - 7,2595.0,284929.8,,CLOUDY
15.816956,H I,11-20,602.6,157408.6,,CLOUDY
15.836602597,H2,"v= 1,J=16->v= 0,J=18",1.933e-10,24367.5,,MEUDON
15.841909,H I,12-29,73.64,157615.5,,CLOUDY
15.899959,OH,"v=1,J=39/2,p=+,F=F2->v=1,J=37/2,p=-,F=F2",106.4,14524.7,,OTHERS
15.92574,OH,"v=1,J=37/2,p=+,F=F1->v=1,J=35/2,p=-,F=F1",105.6,14556.2,,OTHERS
15.92849,OH,"v=1,J=39/2,p=-,F=F2->v=1,J=37/2,p=+,F=F2",105.8,14505.5,,OTHERS
15.949973,OH,"v=1,J=37/2,p=-,F=F1->v=1,J=35/2,p=+,F=F1",105.1,14542.8,,OTHERS
15.971325236,H2,"v= 6,J=13->v= 5,J=15",9.236e-10,40437.7,,MEUDON
15.991459,OH,"v=0,J=37/2,p=-,F=F2->v=0,J=35/2,p=+,F=F2",103.7,8827.4,,OTHERS
16.01992,OH,"v=0,J=35/2,p=-,F=F1->v=0,J=33/2,p=+,F=F1",102.8,8859.5,,OTHERS
16.021403,OH,"v=0,J=37/2,p=+,F=F2->v=0,J=35/2,p=-,F=F2",103.2,8808.9,,OTHERS
16.023402397,H2,"v= 3,J=15->v= 2,J=17",5.407e-10,31688.7,,MEUDON
16.045131,OH,"v=0,J=35/2,p=+,F=F1->v=0,J=33/2,p=-,F=F1",102.3,8846.7,,OTHERS
16.057612659,H2,"v= 8,J= 5->v= 8,J= 3",2.003e-09,40115.5,,MEUDON
16.081278073,H2,"v=10,J= 9->v= 9,J=11",6.059e-10,48212.5,,MEUDON
16.0834934,H I,12-28,89.02,157601.8,,CLOUDY
16.2023992011,37    He I,1I-1Ko     6 - 7,71630.0,283745.8,,CLOUDY
16.209104,H I,8-10,46760.0,156225.1,,CLOUDY
16.242073527,H2,"v= 5,J= 4->v= 5,J= 2",1.485e-09,27877.8,,MEUDON
16.3612303,H I,12-27,108.5,157586.6,,CLOUDY
16.40502952,He I,1I-1Ho     6 - 5,174.3,284622.8,,CLOUDY
16.411724,H I,10-15,3424.0,157101.8,,CLOUDY
16.442457832,H2,"v=14,J= 1->v=13,J= 1",1.284e-10,51782.2,,MEUDON
16.45,PAH,,,,FWHM = 0,OTHERS
16.5259443,H I,13-50,4.003,157740.0,,CLOUDY
16.5754955,H I,13-49,4.441,157737.4,,CLOUDY
16.587640975,He I,1I-1Ko     6 - 7,3150.0,284887.2,,CLOUDY
16.594459,H I,11-19,814.1,157366.0,,CLOUDY
16.6285027,H I,13-48,4.938,157734.6,,CLOUDY
16.676355524,He I,1I-1Ko     6 - 7,918.1,285090.9,,CLOUDY
16.6832002,H I,12-26,133.4,157569.7,,CLOUDY
16.685303,H I,13-47,5.504,157731.7,,CLOUDY
16.7462767,H I,13-46,6.15,157728.5,,CLOUDY
16.762269826,H2,"v=10,J= 6->v=10,J= 4",1.478e-09,46499.5,,MEUDON
16.808153,OH,"v=0,J=35/2,p=+,F=F2->v=0,J=33/2,p=-,F=F2",88.98,7927.7,,OTHERS
16.8118538,H I,13-45,6.89,157725.2,,CLOUDY
16.840436,OH,"v=0,J=35/2,p=-,F=F2->v=0,J=33/2,p=+,F=F2",88.47,7910.9,,OTHERS
16.84346,OH,"v=0,J=33/2,p=+,F=F1->v=0,J=31/2,p=-,F=F1",88.09,7961.4,,OTHERS
16.870383,OH,"v=0,J=33/2,p=-,F=F1->v=0,J=31/2,p=+,F=F1",87.68,7950.0,,OTHERS
16.87378344,He I,1I-1Ho     6 - 5,396.1,284228.2,,CLOUDY
16.880628,H I,9-12,14270.0,156707.3,,CLOUDY
16.8825231,H I,13-44,7.74,157721.6,,CLOUDY
16.889888015,H2,"v= 5,J=14->v= 4,J=16",6.428e-10,38158.3,,MEUDON
16.9588414,H I,13-43,8.72,157717.7,,CLOUDY
17.034845756,H2,"v= 0,J= 3->v= 0,J= 1",4.761e-10,1015.1,,MEUDON
17.041446,H I,13-42,9.854,157713.6,,CLOUDY
17.053008108,He I,1I-1Ko     6 - 7,1051.0,285071.9,,CLOUDY
17.0600083,H I,12-25,165.8,157550.6,,CLOUDY
17.1310693,H I,13-41,11.17,157709.2,,CLOUDY
17.152076933,H2,"v=12,J= 6->v=11,J= 8",1.149e-10,50514.4,,MEUDON
17.2285567,H I,13-40,12.71,157704.5,,CLOUDY
17.237359112,H2,"v=14,J= 2->v=13,J= 2",1.689e-10,51829.2,,MEUDON
17.28695906,H2,"v=11,J= 7->v=11,J= 5",9.859e-10,49197.5,,MEUDON
17.3348892,H I,13-39,14.5,157699.3,,CLOUDY
17.35,C60,T_{1u}(2),,,FWHM = 3,OTHERS
17.365664835,H2,"v= 6,J= 4->v= 6,J= 2",1.168e-09,32132.0,,MEUDON
17.375,PAH,,,,FWHM = 0,OTHERS
17.4512105,H I,13-38,16.62,157693.8,,CLOUDY
17.498658928,He I,1I-1Ko     6 - 7,1211.0,285050.4,,CLOUDY
17.505843,H I,12-24,208.3,157529.1,,CLOUDY
17.5788617,H I,13-37,19.12,157687.8,,CLOUDY
17.60101657,He I,1Ho-1G      5 - 4,184.2,284837.2,,CLOUDY
17.608246,H I,11-18,1127.0,157316.1,,CLOUDY
17.662338991,H2,"v= 2,J=16->v= 1,J=18",2.313e-10,29008.2,,MEUDON
17.7194254,H I,13-36,22.09,157681.3,,CLOUDY
17.720960284,H2,"v= 9,J= 5->v= 9,J= 3",1.21e-09,43274.3,,MEUDON
17.734523,OH,"v=0,J=33/2,p=-,F=F2->v=0,J=31/2,p=+,F=F2",75.44,7071.7,,OTHERS
17.738789023,H2,"v=11,J= 8->v=10,J=10",2.413e-10,49675.6,,MEUDON
17.769419,OH,"v=0,J=33/2,p=+,F=F2->v=0,J=31/2,p=-,F=F2",75.0,7056.5,,OTHERS
17.778899,OH,"v=0,J=31/2,p=-,F=F1->v=0,J=29/2,p=+,F=F1",74.61,7107.2,,OTHERS
17.807694,OH,"v=0,J=31/2,p=+,F=F1->v=0,J=29/2,p=-,F=F1",74.26,7097.2,,OTHERS
17.87,PAH,,,,FWHM = 0,OTHERS
17.8747805,H I,13-35,25.65,157674.3,,CLOUDY
17.8846,[P III],2Po-2Po   1/2 - 3/2,0.001475,804.5,,CLOUDY
17.932906441,H2,"v= 0,J=31->v= 1,J=29",1.996e-10,50646.2,,MEUDON
17.936026,[Fe II],a4F-a4F   9/2 - 7/2,0.00584,3496.4,,CLOUDY
18.0,silicat,e  O-Si-O bend,,,FWHM =,OTHERS
18.032707543,He I,1I-1Ko     6 - 7,1407.0,285026.0,,CLOUDY
18.040112,H I,12-23,265.0,157504.8,,CLOUDY
18.047175,H I,13-34,29.92,157666.6,,CLOUDY
18.20667506,H2,"v= 4,J=15->v= 3,J=17",3.811e-10,35782.6,,MEUDON
18.2393182,H I,13-33,35.08,157658.2,,CLOUDY
18.4545045,H I,13-32,41.37,157649.0,,CLOUDY
18.60756998,He I,3I-3Ho     7 - 6,244.9,284519.0,,CLOUDY
18.61515,H I,10-14,5417.0,156998.0,,CLOUDY
18.635851392,H2,"v=14,J= 3->v=13,J= 3",1.95e-10,51893.6,,MEUDON
18.656385754,H2,"v= 8,J=12->v= 7,J=14",4.375e-10,45583.5,,MEUDON
18.68238863,He I,1I-1Ko     6 - 7,1649.0,284998.3,,CLOUDY
18.690062,H I,12-22,342.0,157477.1,,CLOUDY
18.694960797,H2,"v= 7,J= 4->v= 7,J= 2",8.646e-10,36050.6,,MEUDON
18.6967772,H I,13-31,49.08,157638.9,,CLOUDY
18.71303,[S III],3P-3P      1 - 2,0.00143,1198.6,,CLOUDY
18.719297754,H2,"v=13,J= 4->v=12,J= 6",6.248e-12,51283.0,,MEUDON
18.792122,OH,"v=0,J=31/2,p=+,F=F2->v=0,J=29/2,p=-,F=F2",63.12,6260.5,,OTHERS
18.829966,OH,"v=0,J=31/2,p=-,F=F2->v=0,J=29/2,p=+,F=F2",62.74,6246.8,,OTHERS
18.848727,OH,"v=0,J=29/2,p=+,F=F1->v=0,J=27/2,p=-,F=F1",62.35,6297.9,,OTHERS
18.857814143,H2,"v=14,J= 0->v=13,J= 2",5.695e-11,51757.5,,MEUDON
18.879579,OH,"v=0,J=29/2,p=-,F=F1->v=0,J=27/2,p=+,F=F1",62.05,6289.3,,OTHERS
18.898500805,H2,"v= 9,J=11->v= 8,J=13",3.619e-10,47317.8,,MEUDON
18.906890166,H2,"v= 2,J= 3->v= 2,J= 1",4.126e-10,12550.0,,MEUDON
18.97047102,He I,3I-3Ho     6 - 6,2.903,284778.2,Mult  5,CLOUDY
18.97047267,He I,3I-3Ho     6 - 5,120.1,284778.2,Mult  5,CLOUDY
18.9704753,He I,3I-3Ho     7 - 6,120.6,284778.2,Mult  5,CLOUDY
18.97047772,He I,3I-3Ho     5 - 4,123.5,284778.2,Mult  5,CLOUDY
18.97047919,He I,3I-3Ho     5 - 6,0.0203,284778.2,Mult  5,CLOUDY
18.971151,H I,13-30,58.62,157627.8,,CLOUDY
18.97823,H I,11-17,1606.0,157257.1,,CLOUDY
18.98,C60,T_{1u}(1),,,FWHM = 3,OTHERS
18.994597095,H2,"v= 7,J=13->v= 6,J=15",4.178e-10,43693.0,,MEUDON
19.053955756,56    He I,1I-1Ko     6 - 7,372500.0,282857.8,,CLOUDY
19.061898,H I,7-8,227200.0,155337.5,,CLOUDY
19.16565697,H2,"v= 1,J=30->v= 2,J=28",2.633e-10,51689.3,,MEUDON
19.232,[Fe III],3P4-3P4     1 - 0,0.0084,30513.2,,HII
19.2839177,H I,13-29,70.53,157615.5,,CLOUDY
19.390789,H I,14-50,3.766,157740.0,,CLOUDY
19.430696,HD,"v=0,J=6->v=0,J=5",1.413e-05,2635.8,,OTHERS
19.4590446,H I,14-49,4.18,157737.4,,CLOUDY
19.48713752,He I,1I-1Ko     6 - 7,1952.0,284966.5,,CLOUDY
19.495144,H I,12-21,448.8,157445.3,,CLOUDY
19.5321394,H I,14-48,4.65,157734.6,,CLOUDY
19.56,[Fe VI],4F-4F    3/2 - 5/2,0.0057,735.6,,CLOUDY
19.6105552,H I,14-47,5.186,157731.7,,CLOUDY
19.6430759,H I,13-28,85.52,157601.8,,CLOUDY
19.669565656,H2,"v=11,J= 6->v=11,J= 4",5.501e-10,48758.0,,MEUDON
19.683910761,H2,"v=12,J= 9->v=12,J= 7",2.112e-10,51586.8,,MEUDON
19.6948366,H I,14-46,5.798,157728.5,,CLOUDY
19.73358165,H2,"v=12,J=10->v=12,J= 8",1.413e-10,51946.6,,MEUDON
19.785602,H I,14-45,6.5,157725.2,,CLOUDY
19.843195891,H2,"v= 6,J=14->v= 5,J=16",3.287e-10,41671.0,,MEUDON
19.877346081,H2,"v= 1,J=17->v= 0,J=19",6.617e-11,26262.6,,MEUDON
19.8835558,H I,14-44,7.307,157721.6,,CLOUDY
19.950327316,H2,"v=10,J=10->v= 9,J=12",2.168e-10,48864.5,,MEUDON
19.976269071,H2,"v= 3,J= 3->v= 3,J= 1",3.673e-10,17817.9,,MEUDON
19.977883324,H2,"v=10,J= 5->v=10,J= 3",6.194e-10,46037.2,,MEUDON
19.9895034,H I,14-43,8.238,157717.7,,CLOUDY
20.008588,OH,"v=0,J=29/2,p=-,F=F2->v=0,J=27/2,p=+,F=F2",52.04,5494.8,,OTHERS
20.029389042,H2,"v= 3,J=16->v= 2,J=18",1.88e-10,33323.3,,MEUDON
20.049787,OH,"v=0,J=29/2,p=+,F=F2->v=0,J=27/2,p=-,F=F2",51.72,5482.7,,OTHERS
20.0589432,H I,13-27,104.6,157586.6,,CLOUDY
20.081996,OH,"v=0,J=27/2,p=-,F=F1->v=0,J=25/2,p=+,F=F1",51.32,5534.6,,OTHERS
20.10437,H I,14-42,9.317,157713.6,,CLOUDY
20.115119,OH,"v=0,J=27/2,p=+,F=F1->v=0,J=25/2,p=-,F=F1",51.07,5527.2,,OTHERS
20.2292232,H I,14-41,10.57,157709.2,,CLOUDY
20.3,[Cl IV],3P-3P      0 - 1,0.001625,708.6,,CLOUDY
20.304153375,H2,"v= 0,J=30->v= 1,J=28",1.018e-10,48666.3,,MEUDON
20.318925447,H2,"v= 8,J= 4->v= 8,J= 2",5.917e-10,39621.7,,MEUDON
20.3653004,H I,14-40,12.04,157704.5,,CLOUDY
20.463234967,H2,"v=12,J= 8->v=12,J= 6",2.259e-10,51217.5,,MEUDON
20.514044,H I,14-39,13.76,157699.3,,CLOUDY
20.51466,H I,12-20,600.5,157408.6,,CLOUDY
20.53662496,He I,1I-1Ko     6 - 7,813.9,285090.9,,CLOUDY
20.545054,H I,13-26,129.2,157569.7,,CLOUDY
20.6771441,H I,14-38,15.78,157693.8,,CLOUDY
20.846,[Fe V],5D-5D      3 - 4,0.00299,1845.7,,CLOUDY
20.8565938,H I,14-37,18.18,157687.8,,CLOUDY
20.91203797,He I,1Ho-1G      5 - 4,308.7,284707.8,,CLOUDY
20.920561,H I,11-16,2377.0,157186.7,,CLOUDY
21.0547584,H I,14-36,21.04,157681.3,,CLOUDY
21.071674295,H2,"v=14,J= 4->v=13,J= 4",1.527e-10,51965.8,,MEUDON
21.119504,H I,13-25,161.3,157550.6,,CLOUDY
21.165006042,H2,"v= 4,J= 3->v= 4,J= 1",3.162e-10,22759.0,,MEUDON
21.22845273,H2,"v= 5,J=15->v= 4,J=17",2.162e-10,39536.9,,MEUDON
21.2744656,H I,14-35,24.46,157674.3,,CLOUDY
21.336,[P IV],3Po-3Po     1 - 2,0.001415,98721.8,,CLOUDY
21.370667605,H2,"v=12,J= 7->v=11,J= 9",4.297e-11,50855.8,,MEUDON
21.419917,OH,"v=0,J=27/2,p=+,F=F2->v=0,J=25/2,p=-,F=F2",42.19,4775.8,,OTHERS
21.464972,OH,"v=0,J=27/2,p=-,F=F2->v=0,J=25/2,p=+,F=F2",41.93,4765.1,,OTHERS
21.516924,OH,"v=0,J=25/2,p=+,F=F1->v=0,J=23/2,p=-,F=F1",41.52,4818.2,,OTHERS
21.5191219,H I,14-34,28.58,157666.6,,CLOUDY
21.552566,OH,"v=0,J=25/2,p=-,F=F1->v=0,J=23/2,p=+,F=F1",41.32,4811.9,,OTHERS
21.776824746,H2,"v=14,J= 1->v=13,J= 3",1.049e-11,51782.2,,MEUDON
21.7928669,H I,14-33,33.58,157658.2,,CLOUDY
21.807035,H I,13-24,203.9,157529.1,,CLOUDY
21.8291,[Ar III],3P-3P      1 - 0,0.00519,2259.3,,CLOUDY
21.83303889,He I,3G-3Fo     3 - 2,268.7,284887.2,,CLOUDY
21.841968,H I,12-19,822.4,157366.0,,CLOUDY
22.001124367,H2,"v= 1,J=29->v= 2,J=27",1.264e-10,49843.8,,MEUDON
22.0399871,He I,3S-3Po     1 - 1,70100.0,278835.7,Mult  2,CLOUDY
22.0402068,He I,3S-3Po     1 - 2,70100.0,278835.7,Mult  2,CLOUDY
22.058165499,H2,"v=12,J= 7->v=12,J= 5",1.867e-10,50855.8,,MEUDON
22.1007782,H I,14-32,39.68,157649.0,,CLOUDY
22.286754,OH,"v=1,J=27/2,p=+,F=F2->v=1,J=25/2,p=-,F=F2",37.73,9727.5,,OTHERS
22.32249181,He I,3Ko-3I      7 - 7,3.132,284390.3,Mult  4,CLOUDY
22.32249539,He I,3Ko-3I      7 - 6,173.5,284390.3,Mult  4,CLOUDY
22.32249763,He I,3Ko-3I      8 - 7,173.9,284390.3,Mult  4,CLOUDY
22.3224997,He I,3Ko-3I      6 - 5,177.1,284390.3,Mult  4,CLOUDY
22.331206555,He I,1I-1Ko     6 - 7,42990.0,284019.8,,CLOUDY
22.331574,H I,10-13,9231.0,156869.4,,CLOUDY
22.333087,OH,"v=1,J=27/2,p=-,F=F2->v=1,J=25/2,p=+,F=F2",37.5,9717.4,,OTHERS
22.340457,H I,9-11,28130.0,156498.9,,CLOUDY
22.38755416,H2,"v= 9,J= 4->v= 9,J= 2",3.633e-10,42827.2,,MEUDON
22.394098,OH,"v=1,J=25/2,p=+,F=F1->v=1,J=23/2,p=-,F=F1",37.13,9771.1,,OTHERS
22.42209145,H2,"v=11,J= 9->v=10,J=11",7.874e-11,50182.6,,MEUDON
22.430766,OH,"v=1,J=25/2,p=-,F=F1->v=1,J=23/2,p=+,F=F1",36.95,9765.2,,OTHERS
22.4491498,H I,14-31,47.2,157638.9,,CLOUDY
22.507618576,H2,"v= 5,J= 3->v= 5,J= 1",2.618e-10,27374.2,,MEUDON
22.5435874,H I,15-50,3.563,157740.0,,CLOUDY
22.554407801,H2,"v= 2,J=17->v= 1,J=19",7.239e-11,30790.8,,MEUDON
22.635896,H I,15-49,3.957,157737.4,,CLOUDY
22.642362,H I,13-23,261.2,157504.8,,CLOUDY
22.7348663,H I,15-48,4.405,157734.6,,CLOUDY
22.8411764,H I,15-47,4.916,157731.7,,CLOUDY
22.845875,H I,14-30,56.53,157627.8,,CLOUDY
22.90233,[Fe II],a4D-a4D   7/2 - 5/2,0.002566,12074.2,,CLOUDY
22.925,[Fe III],5D-5D      4 - 3,0.0028,627.6,,CLOUDY
22.955595,H I,15-46,5.5,157728.5,,CLOUDY
23.03354,HD,"v=0,J=5->v=0,J=4",8.413e-06,1895.3,,OTHERS
23.073869,OH,"v=0,J=25/2,p=-,F=F2->v=0,J=23/2,p=+,F=F2",33.55,4104.1,,OTHERS
23.0789976,H I,15-45,6.17,157725.2,,CLOUDY
23.123404,OH,"v=0,J=25/2,p=+,F=F2->v=0,J=23/2,p=-,F=F2",33.34,4094.8,,OTHERS
23.204835,OH,"v=0,J=23/2,p=-,F=F1->v=0,J=21/2,p=+,F=F1",32.92,4149.5,,OTHERS
23.2123849,H I,15-44,6.941,157721.6,,CLOUDY
23.243282,OH,"v=0,J=23/2,p=+,F=F1->v=0,J=21/2,p=-,F=F1",32.76,4144.4,,OTHERS
23.266807358,H2,"v= 4,J=16->v= 3,J=18",1.182e-10,37306.5,,MEUDON
23.3009821,H I,14-29,68.23,157615.5,,CLOUDY
23.307354591,H2,"v=11,J= 5->v=11,J= 3",2.432e-10,48365.2,,MEUDON
23.347021155,H2,"v=13,J= 5->v=12,J= 7",3.503e-12,51472.1,,MEUDON
23.3569056,H I,15-43,7.833,157717.7,,CLOUDY
23.5138845,H I,15-42,8.867,157713.6,,CLOUDY
23.53576825,H2,"v= 0,J=29->v= 1,J=27",4.62e-11,46648.7,,MEUDON
23.62323717,He I,3I-3Ho     7 - 6,111.6,284837.2,Mult  3,CLOUDY
23.62323987,He I,3I-3Ho     5 - 4,114.3,284837.2,Mult  3,CLOUDY
23.62324182,He I,3I-3Ho     5 - 6,0.01878,284837.2,Mult  3,CLOUDY
23.632889,H I,12-18,1159.0,157316.1,,CLOUDY
23.675729,H I,13-22,340.1,157477.1,,CLOUDY
23.6848565,H I,15-41,10.07,157709.2,,CLOUDY
23.790799148,H2,"v= 2,J=28->v= 3,J=26",1.164e-10,50938.6,,MEUDON
23.827401,H I,14-28,83.04,157601.8,,CLOUDY
23.85830075,He I,3Ko-3I      6 - 5,117.7,284622.8,,CLOUDY
23.868016,H I,11-15,3699.0,157101.8,,CLOUDY
23.8716096,H I,15-40,11.48,157704.5,,CLOUDY
23.880887692,H2,"v= 8,J=13->v= 7,J=15",1.326e-10,46556.5,,MEUDON
24.004409,OH,"v=1,J=25/2,p=-,F=F2->v=1,J=23/2,p=+,F=F2",30.03,9081.9,,OTHERS
24.054259,H2,"v= 6,J= 3->v= 6,J= 1",2.069e-10,31661.1,,MEUDON
24.055359,OH,"v=1,J=25/2,p=+,F=F2->v=1,J=23/2,p=-,F=F2",29.84,9073.2,,OTHERS
24.0762382,H I,15-39,13.13,157699.3,,CLOUDY
24.149191,OH,"v=1,J=23/2,p=-,F=F1->v=1,J=21/2,p=+,F=F1",29.46,9128.6,,OTHERS
24.188749,OH,"v=1,J=23/2,p=+,F=F1->v=1,J=21/2,p=-,F=F1",29.32,9123.8,,OTHERS
24.270486809,H2,"v= 9,J=12->v= 8,J=14",1.074e-10,48143.3,,MEUDON
24.3012104,H I,15-38,15.09,157693.8,,CLOUDY
24.409116793,H2,"v= 7,J=14->v= 6,J=16",1.246e-10,44812.3,,MEUDON
24.442086,H I,14-27,102.0,157586.6,,CLOUDY
24.51919,[Fe II],a4F-a4F   7/2 - 5/2,0.00392,4083.2,,CLOUDY
24.5494543,H I,15-37,17.41,157687.8,,CLOUDY
24.692679296,H2,"v=12,J= 6->v=12,J= 4",1.207e-10,50514.4,,MEUDON
24.8244679,H I,15-36,20.17,157681.3,,CLOUDY
24.9723866,He I,1Ho-1G      5 - 4,110.9,284966.5,,CLOUDY
24.982635,H I,13-21,451.1,157445.3,,CLOUDY
25.035133,OH,"v=0,J=23/2,p=+,F=F2->v=0,J=21/2,p=-,F=F2",26.09,3480.5,,OTHERS
25.089941,OH,"v=0,J=23/2,p=-,F=F2->v=0,J=21/2,p=+,F=F2",25.92,3472.6,,OTHERS
25.130464,H I,15-35,23.5,157674.3,,CLOUDY
25.15751358,He I,3Fo-3D      3 - 2,112.8,285090.9,Mult  6,CLOUDY
25.1575139,He I,3Fo-3D      3 - 3,10.07,285090.9,Mult  6,CLOUDY
25.15752035,He I,3Fo-3D      4 - 3,116.5,285090.9,Mult  6,CLOUDY
25.15752852,He I,3Fo-3D      2 - 1,126.9,285090.9,Mult  6,CLOUDY
