Wavelength,Species,Transition,A-coeff. (/s),E_u (K),Comments,Ref
7.6929944,H I,9-45,9.426,157725.2,,CLOUDY
7.7077583,H I,9-44,10.57,157721.6,,CLOUDY
7.7236271,H I,9-43,11.88,157717.7,,CLOUDY
7.7407156,H I,9-42,13.39,157713.6,,CLOUDY
7.7591541,H I,9-41,15.13,157709.2,,CLOUDY
7.7771749125,He I,1I-1Ko     6 - 7,5936.0,284707.8,,CLOUDY
7.7790911,H I,9-40,17.16,157704.5,,CLOUDY
7.7803696,H I,8-16,2331.0,157186.7,,CLOUDY
7.7906,[Fe III],3P4-3P4     2 - 1,0.047,29765.1,,CLOUDY
7.797816431,H2,"v= 8,J=12->v= 8,J=10",6.592e-08,45583.5,,MEUDON
7.8006963,H I,9-39,19.53,157699.3,,CLOUDY
7.806153487,H2,"v=11,J=10->v=10,J=10",5.54e-08,50707.6,,MEUDON
7.806647984,H2,"v=10,J= 4->v= 9,J= 6",1.305e-08,45641.1,,MEUDON
7.8241647,H I,9-38,22.3,157693.8,,CLOUDY
7.826693139,H2,"v=12,J= 5->v=11,J= 5",1.558e-08,50203.5,,MEUDON
7.839350423,He I,3D-3Po     1 - 0,160000.0,280838.5,Mult  6,CLOUDY
7.839487248,He I,3D-3Po     2 - 1,120000.0,280838.5,Mult  6,CLOUDY
7.839499194,He I,3D-3Po     3 - 2,134000.0,280838.5,Mult  6,CLOUDY
7.839503134,He I,3D-3Po     2 - 2,23900.0,280838.5,Mult  6,CLOUDY
7.839545379,He I,3D-3Po     1 - 1,39900.0,280838.5,Mult  6,CLOUDY
7.839561265,He I,3D-3Po     1 - 2,1600.0,280838.5,Mult  6,CLOUDY
7.8497212,H I,9-37,25.56,157687.8,,CLOUDY
7.85,PAH,,,,FWHM = 0,OTHERS
7.8776262,H I,9-36,29.41,157681.3,,CLOUDY
7.90158,[Ar V],3P-3P      1 - 2,0.02107,2919.0,,CLOUDY
7.908183,H I,9-35,33.98,157674.3,,CLOUDY
7.911200058,H2,"v=12,J= 0->v=11,J= 2",3.031e-10,49353.2,,MEUDON
7.919370507,H2,"v= 6,J= 9->v= 6,J= 7",6.661e-08,35989.0,,MEUDON
7.920798717,H2,"v= 7,J=10->v= 7,J= 8",6.784e-08,40559.2,,MEUDON
7.9417464,H I,9-34,39.43,157666.6,,CLOUDY
7.951165253,H2,"v= 4,J=10->v= 3,J=12",1.732e-08,28882.6,,MEUDON
7.9787341,H I,9-33,45.97,157658.2,,CLOUDY
8.0196406,H I,9-32,53.88,157649.0,,CLOUDY
8.025041036,H2,"v= 0,J= 6->v= 0,J= 4",2.643e-08,3474.5,,MEUDON
8.0650555,H I,9-31,63.48,157638.9,,CLOUDY
8.1156863,H I,9-30,75.22,157627.8,,CLOUDY
8.126136299,H2,"v= 1,J=12->v= 0,J=14",4.129e-09,17310.8,,MEUDON
8.128924938,H2,"v= 3,J= 7->v= 3,J= 5",4.252e-08,20855.7,,MEUDON
8.146358699,H2,"v=13,J= 5->v=12,J= 3",4.502e-09,51472.1,,MEUDON
8.148010342,H2,"v= 5,J= 8->v= 5,J= 6",5.357e-08,30994.3,,MEUDON
8.1515408886,He I,1I-1Ko     6 - 7,7845.0,284622.8,,CLOUDY
8.15489,H I,8-15,3359.0,157101.8,,CLOUDY
8.1723893,H I,9-29,89.69,157615.5,,CLOUDY
8.184566405,H2,"v=10,J=14->v= 9,J=14",8.779e-08,51595.3,,MEUDON
8.189563961,H2,"v= 8,J=11->v= 8,J= 9",5.396e-08,44641.1,,MEUDON
8.191609418,H2,"v=12,J= 6->v=11,J= 6",1.877e-08,50514.4,,MEUDON
8.215216909,H2,"v=13,J= 4->v=12,J= 2",3.366e-09,51283.0,,MEUDON
8.23260137,H2,"v=13,J= 6->v=12,J= 4",4.942e-09,51679.4,,MEUDON
8.2362094,H I,9-28,107.7,157601.8,,CLOUDY
8.284023189,H2,"v= 8,J= 7->v= 7,J= 9",1.792e-08,41354.9,,MEUDON
8.3084338,H I,9-27,130.2,157586.6,,CLOUDY
8.311357301,H2,"v= 7,J= 8->v= 6,J=10",1.88e-08,38742.7,,MEUDON
8.32047735,H2,"v= 3,J=11->v= 2,J=13",1.099e-08,25658.8,,MEUDON
8.384035734,H2,"v=12,J=10->v=10,J=12",3.478e-09,51946.6,,MEUDON
8.3872228562,He I,1I-1Ko     6 - 7,1101.0,285090.9,,CLOUDY
8.3906648,H I,9-26,158.7,157569.7,,CLOUDY
8.408724973,H2,"v= 9,J= 6->v= 8,J= 8",1.416e-08,43798.1,,MEUDON
8.410236798,H2,"v=11,J= 3->v=10,J= 5",4.794e-09,47747.9,,MEUDON
8.416152602,H2,"v=13,J= 7->v=11,J= 9",2.303e-09,51892.1,,MEUDON
8.421896445,H2,"v=13,J= 3->v=12,J= 1",2.047e-09,51121.5,,MEUDON
8.45,C60,T_{1u}(3),,,FWHM = 3,OTHERS
8.453019324,H2,"v= 1,J= 6->v= 1,J= 4",2.46e-08,9286.4,,MEUDON
8.460957908,H2,"v= 6,J= 9->v= 5,J=11",1.702e-08,35989.0,,MEUDON
8.478676423,H2,"v=11,J=11->v=10,J=11",5.069e-08,51237.8,,MEUDON
8.4814392651,He I,1I-1Ko     6 - 7,1260.0,285071.9,,CLOUDY
8.4849201,H I,9-25,195.0,157550.6,,CLOUDY
8.487064389,H2,"v= 9,J=15->v= 9,J=13",2.518e-08,50682.2,,MEUDON
8.492850878,H2,"v= 9,J=14->v= 9,J=12",2.947e-08,49837.4,,MEUDON
8.513383875,H2,"v=14,J= 3->v=12,J= 5",4.401e-10,51893.6,,MEUDON
8.520738891,H2,"v=13,J= 7->v=12,J= 5",4.264e-09,51892.1,,MEUDON
8.52946551,He I,1Po-1S      1 - 0,593000.0,280726.4,,CLOUDY
8.578903031,H2,"v= 7,J= 9->v= 7,J= 7",4.604e-08,39618.1,,MEUDON
8.590248112,He I,1I-1Ko     6 - 7,1452.0,285050.4,,CLOUDY
8.5937739,H I,9-24,242.0,157529.1,,CLOUDY
8.61,PAH,,,,FWHM = 0,OTHERS
8.620189186,H2,"v= 9,J=13->v= 9,J=11",3.099e-08,48986.9,,MEUDON
8.622173925,H2,"v= 9,J=16->v= 9,J=14",1.877e-08,51506.1,,MEUDON
8.62632469,H2,"v= 4,J= 7->v= 4,J= 5",3.574e-08,25622.8,,MEUDON
8.640295245,H2,"v=12,J= 1->v=11,J= 3",5.357e-10,49413.1,,MEUDON
8.660941963,He I,1I-1Ko     6 - 7,10740.0,284519.0,,CLOUDY
8.664503,H I,8-14,5010.0,156998.0,,CLOUDY
8.676376058,H2,"v=12,J= 7->v=11,J= 7",2.058e-08,50855.8,,MEUDON
8.712775126,H2,"v= 8,J=10->v= 8,J= 8",4.103e-08,43738.4,,MEUDON
8.716980279,He I,1I-1Ko     6 - 7,1687.0,285026.0,,CLOUDY
8.719944613,H2,"v= 5,J=10->v= 4,J=12",1.356e-08,33115.2,,MEUDON
8.7205585,H I,9-23,303.5,157504.8,,CLOUDY
8.740295888,H2,"v= 6,J= 8->v= 6,J= 6",4.049e-08,35039.8,,MEUDON
8.745953782,H2,"v=10,J= 5->v= 9,J= 7",8.578e-09,46037.2,,MEUDON
8.7564577407,67    He I,1I-1Ko     6 - 7,44300.0,283745.8,,CLOUDY
8.760064,H I,7-10,39050.0,156225.1,,CLOUDY
8.765670044,H2,"v=13,J= 2->v=12,J= 0",9.136e-10,50994.6,,MEUDON
8.787707683,H2,"v= 2,J=12->v= 1,J=14",5.82e-09,22354.5,,MEUDON
8.80737486,He I,3Po-3S      2 - 1,432000.0,280469.3,Mult  3,CLOUDY
8.80740994,He I,3Po-3S      1 - 1,259000.0,280469.3,Mult  3,CLOUDY
8.80784005,He I,3Po-3S      0 - 1,86300.0,280469.3,Mult  3,CLOUDY
8.866019869,He I,1I-1Ko     6 - 7,1978.0,284998.3,,CLOUDY
8.867195818,H2,"v= 9,J=12->v= 9,J=10",2.971e-08,48143.3,,MEUDON
8.8696596,H I,9-22,385.0,157477.1,,CLOUDY
8.918769732,H2,"v= 2,J= 6->v= 2,J= 4",2.226e-08,14763.5,,MEUDON
8.99138,[Ar III],3P-3P      2 - 1,0.031,1600.2,,CLOUDY
9.043248174,He I,1I-1Ko     6 - 7,2342.0,284966.5,,CLOUDY
9.0469612,H I,9-21,494.8,157445.3,,CLOUDY
9.086517156,H2,"v= 4,J=11->v= 3,J=13",9.551e-09,30138.7,,MEUDON
9.132178,OH,"v=0,J=95/2,p=-,F=F2->v=0,J=93/2,p=+,F=F2",594.3,48051.8,,OTHERS
9.132825,OH,"v=0,J=93/2,p=-,F=F1->v=0,J=91/2,p=+,F=F1",595.9,48078.6,,OTHERS
9.133471,OH,"v=0,J=95/2,p=+,F=F2->v=0,J=93/2,p=-,F=F2",594.1,48104.5,,OTHERS
9.133688,OH,"v=0,J=93/2,p=+,F=F1->v=0,J=91/2,p=-,F=F1",595.7,48122.1,,OTHERS
9.137581,OH,"v=0,J=97/2,p=+,F=F2->v=0,J=95/2,p=-,F=F2",591.9,49626.4,,OTHERS
9.137687,OH,"v=0,J=93/2,p=+,F=F2->v=0,J=91/2,p=-,F=F2",594.2,46476.4,,OTHERS
9.138064,OH,"v=0,J=93/2,p=-,F=F2->v=0,J=91/2,p=+,F=F2",594.1,46529.3,,OTHERS
9.138207,OH,"v=0,J=95/2,p=+,F=F1->v=0,J=93/2,p=-,F=F1",594.3,49653.0,,OTHERS
9.138358,OH,"v=0,J=91/2,p=+,F=F1->v=0,J=89/2,p=-,F=F1",595.0,46503.2,,OTHERS
9.138412,OH,"v=0,J=91/2,p=-,F=F1->v=0,J=89/2,p=+,F=F1",595.0,46546.8,,OTHERS
9.139828,OH,"v=0,J=97/2,p=-,F=F2->v=0,J=95/2,p=+,F=F2",591.4,49678.7,,OTHERS
9.139913,OH,"v=0,J=95/2,p=-,F=F1->v=0,J=93/2,p=+,F=F1",594.0,49696.2,,OTHERS
9.153354,OH,"v=0,J=91/2,p=+,F=F2->v=0,J=89/2,p=-,F=F2",591.6,44954.8,,OTHERS
9.153832,OH,"v=0,J=89/2,p=+,F=F1->v=0,J=87/2,p=-,F=F1",591.9,44972.4,,OTHERS
9.153859,OH,"v=0,J=91/2,p=-,F=F2->v=0,J=89/2,p=+,F=F2",591.6,44901.8,,OTHERS
9.154283,OH,"v=0,J=99/2,p=-,F=F2->v=0,J=97/2,p=+,F=F2",586.7,51198.1,,OTHERS
9.154559,OH,"v=0,J=89/2,p=-,F=F1->v=0,J=87/2,p=+,F=F1",591.7,44928.7,,OTHERS
9.154892,OH,"v=0,J=97/2,p=-,F=F1->v=0,J=95/2,p=+,F=F1",590.1,51224.6,,OTHERS
9.157475,OH,"v=0,J=97/2,p=+,F=F1->v=0,J=95/2,p=-,F=F1",589.6,51267.4,,OTHERS
9.157528,OH,"v=0,J=99/2,p=+,F=F2->v=0,J=97/2,p=-,F=F2",586.0,51249.8,,OTHERS
9.179204,OH,"v=0,J=89/2,p=-,F=F2->v=0,J=87/2,p=+,F=F2",586.9,43382.9,,OTHERS
9.179814,OH,"v=0,J=87/2,p=-,F=F1->v=0,J=85/2,p=+,F=F1",586.5,43400.6,,OTHERS
9.180566,OH,"v=0,J=89/2,p=+,F=F2->v=0,J=87/2,p=-,F=F2",586.6,43330.0,,OTHERS
9.181302,OH,"v=0,J=87/2,p=+,F=F1->v=0,J=85/2,p=-,F=F1",586.2,43357.1,,OTHERS
9.183423,OH,"v=0,J=99/2,p=+,F=F1->v=0,J=97/2,p=-,F=F1",583.2,52791.3,,OTHERS
9.186927,OH,"v=0,J=99/2,p=-,F=F1->v=0,J=97/2,p=+,F=F1",582.5,52833.5,,OTHERS
9.192059998,H2,"v= 5,J= 7->v= 5,J= 5",2.88e-08,30063.1,,MEUDON
9.21559,OH,"v=0,J=87/2,p=+,F=F2->v=0,J=85/2,p=-,F=F2",579.8,41815.5,,OTHERS
9.216335,OH,"v=0,J=85/2,p=+,F=F1->v=0,J=83/2,p=-,F=F1",579.0,41833.3,,OTHERS
9.217786,OH,"v=0,J=87/2,p=-,F=F2->v=0,J=85/2,p=+,F=F2",579.4,41762.9,,OTHERS
9.218563,OH,"v=0,J=85/2,p=-,F=F1->v=0,J=83/2,p=+,F=F1",578.6,41790.0,,OTHERS
9.24489238,H2,"v= 9,J=11->v= 9,J= 9",2.612e-08,47317.8,,MEUDON
9.256730938,He I,1I-1Ko     6 - 7,2806.0,284929.8,,CLOUDY
9.2605322,H I,9-20,645.2,157408.6,,CLOUDY
9.262582,OH,"v=0,J=85/2,p=-,F=F2->v=0,J=83/2,p=+,F=F2",570.6,40254.3,,OTHERS
9.263469,OH,"v=0,J=83/2,p=-,F=F1->v=0,J=81/2,p=+,F=F1",569.4,40272.2,,OTHERS
9.265596,OH,"v=0,J=85/2,p=+,F=F2->v=0,J=83/2,p=-,F=F2",570.1,40202.0,,OTHERS
9.266423,OH,"v=0,J=83/2,p=+,F=F1->v=0,J=81/2,p=-,F=F1",568.9,40229.3,,OTHERS
9.320347,OH,"v=0,J=83/2,p=+,F=F2->v=0,J=81/2,p=-,F=F2",559.5,38701.0,,OTHERS
9.321383,OH,"v=0,J=81/2,p=+,F=F1->v=0,J=79/2,p=-,F=F1",558.0,38719.1,,OTHERS
9.324166,OH,"v=0,J=83/2,p=-,F=F2->v=0,J=81/2,p=+,F=F2",558.9,38649.2,,OTHERS
9.325051,OH,"v=0,J=81/2,p=-,F=F1->v=0,J=79/2,p=+,F=F1",557.3,38676.6,,OTHERS
9.330960259,H2,"v=12,J= 8->v=11,J= 8",2.043e-08,51217.5,,MEUDON
9.369142128,H2,"v= 1,J=13->v= 0,J=15",2.177e-09,18979.1,,MEUDON
9.388185139,He I,1I-1Ho     6 - 5,136.8,284390.3,,CLOUDY
9.389139,OH,"v=0,J=81/2,p=-,F=F2->v=0,J=79/2,p=+,F=F2",546.6,37157.3,,OTHERS
9.390334,OH,"v=0,J=79/2,p=-,F=F1->v=0,J=77/2,p=+,F=F1",544.8,37175.5,,OTHERS
9.392018,H I,8-13,7804.0,156869.4,,CLOUDY
9.393754,OH,"v=0,J=81/2,p=+,F=F2->v=0,J=79/2,p=-,F=F2",545.8,37106.1,,OTHERS
9.39471,OH,"v=0,J=79/2,p=+,F=F1->v=0,J=77/2,p=-,F=F1",544.0,37133.7,,OTHERS
9.407811636,H2,"v= 8,J= 9->v= 8,J= 7",2.873e-08,42884.2,,MEUDON
9.416746391,H2,"v= 8,J= 8->v= 7,J=10",1.032e-08,42087.1,,MEUDON
9.421920019,H2,"v=11,J= 4->v=10,J= 6",3.379e-09,48026.5,,MEUDON
9.424423201,H2,"v=11,J=12->v=10,J=12",4.122e-08,51757.2,,MEUDON
9.431310829,H2,"v= 3,J= 6->v= 3,J= 4",1.952e-08,19911.4,,MEUDON
9.451598867,H2,"v= 7,J= 8->v= 7,J= 6",2.853e-08,38742.7,,MEUDON
9.469304,OH,"v=0,J=79/2,p=+,F=F2->v=0,J=77/2,p=-,F=F2",532.0,35624.9,,OTHERS
9.470671,OH,"v=0,J=77/2,p=+,F=F1->v=0,J=75/2,p=-,F=F1",530.0,35643.4,,OTHERS
9.474712,OH,"v=0,J=79/2,p=-,F=F2->v=0,J=77/2,p=+,F=F2",531.0,35574.5,,OTHERS
9.474864476,H2,"v= 7,J= 9->v= 6,J=11",1.057e-08,39618.1,,MEUDON
9.475748,OH,"v=0,J=77/2,p=-,F=F1->v=0,J=75/2,p=+,F=F1",529.1,35602.3,,OTHERS
9.4975256,H I,10-50,5.026,157740.0,,CLOUDY
9.5138707,H I,10-49,5.569,157737.4,,CLOUDY
9.517819592,He I,1I-1Ko     6 - 7,3408.0,284887.2,,CLOUDY
9.5217288,H I,9-19,855.5,157366.0,,CLOUDY
9.5313099,H I,10-48,6.184,157734.6,,CLOUDY
9.541737467,H2,"v= 9,J= 7->v= 8,J= 9",8.342e-09,44392.1,,MEUDON
9.5499443,H I,10-47,6.884,157731.7,,CLOUDY
9.55917185,H2,"v=12,J= 2->v=11,J= 4",6.263e-10,49531.6,,MEUDON
9.561279,OH,"v=0,J=77/2,p=-,F=F2->v=0,J=75/2,p=+,F=F2",515.8,34105.5,,OTHERS
9.562833,OH,"v=0,J=75/2,p=-,F=F1->v=0,J=73/2,p=+,F=F1",513.6,34124.2,,OTHERS
9.567479,OH,"v=0,J=77/2,p=+,F=F2->v=0,J=75/2,p=-,F=F2",514.8,34056.0,,OTHERS
9.567824972,H2,"v= 3,J=12->v= 2,J=14",5.864e-09,27073.1,,MEUDON
9.568611,OH,"v=0,J=75/2,p=+,F=F1->v=0,J=73/2,p=-,F=F1",512.7,34083.9,,OTHERS
9.5698877,H I,10-46,7.68,157728.5,,CLOUDY
9.5912674,H I,10-45,8.59,157725.2,,CLOUDY
9.6142272,H I,10-44,9.633,157721.6,,CLOUDY
9.630170538,H2,"v=13,J= 1->v=12,J= 1",1.055e-09,50907.2,,MEUDON
9.6389295,H I,10-43,10.83,157717.7,,CLOUDY
9.664910918,H2,"v= 0,J= 5->v= 0,J= 3",9.836e-09,2503.7,,MEUDON
9.6655587,H I,10-42,12.22,157713.6,,CLOUDY
9.665596,OH,"v=0,J=75/2,p=+,F=F2->v=0,J=73/2,p=-,F=F2",498.2,32600.7,,OTHERS
9.667303,OH,"v=1,J=93/2,p=+,F=F2->v=1,J=91/2,p=-,F=F2",477.6,49563.6,,OTHERS
9.667356,OH,"v=0,J=73/2,p=+,F=F1->v=0,J=71/2,p=-,F=F1",496.0,32619.6,,OTHERS
9.668457,OH,"v=1,J=91/2,p=+,F=F1->v=1,J=89/2,p=-,F=F1",482.9,49590.1,,OTHERS
9.669237,OH,"v=1,J=91/2,p=-,F=F2->v=1,J=89/2,p=+,F=F2",480.2,48075.4,,OTHERS
9.669795,OH,"v=1,J=93/2,p=-,F=F2->v=1,J=91/2,p=+,F=F2",477.2,49611.0,,OTHERS
9.669797,OH,"v=1,J=91/2,p=-,F=F1->v=1,J=89/2,p=+,F=F1",482.7,49629.5,,OTHERS
9.670383,OH,"v=1,J=89/2,p=-,F=F1->v=1,J=87/2,p=+,F=F1",484.6,48102.0,,OTHERS
9.670564,OH,"v=1,J=91/2,p=+,F=F2->v=1,J=89/2,p=-,F=F2",480.0,48123.1,,OTHERS
9.670774,OH,"v=1,J=89/2,p=+,F=F1->v=1,J=87/2,p=-,F=F1",484.5,48141.6,,OTHERS
9.672592,OH,"v=0,J=75/2,p=-,F=F2->v=0,J=73/2,p=+,F=F2",497.1,32552.2,,OTHERS
9.673836,OH,"v=0,J=73/2,p=-,F=F1->v=0,J=71/2,p=+,F=F1",495.0,32580.3,,OTHERS
9.678685,OH,"v=1,J=95/2,p=-,F=F2->v=1,J=93/2,p=+,F=F2",472.3,51050.2,,OTHERS
9.679857,OH,"v=1,J=93/2,p=-,F=F1->v=1,J=91/2,p=+,F=F1",478.8,51076.5,,OTHERS
9.682202,OH,"v=1,J=93/2,p=+,F=F1->v=1,J=91/2,p=-,F=F1",478.5,51115.5,,OTHERS
9.68242,OH,"v=1,J=95/2,p=+,F=F2->v=1,J=93/2,p=-,F=F2",471.8,51097.0,,OTHERS
9.682767225,H2,"v= 6,J=10->v= 5,J=12",9.337e-09,37011.6,,MEUDON
9.683986,OH,"v=1,J=89/2,p=+,F=F2->v=1,J=87/2,p=-,F=F2",480.4,46587.4,,OTHERS
9.684214,OH,"v=1,J=89/2,p=-,F=F2->v=1,J=87/2,p=+,F=F2",480.4,46635.3,,OTHERS
9.684624,OH,"v=1,J=87/2,p=-,F=F1->v=1,J=85/2,p=+,F=F1",483.9,46653.9,,OTHERS
9.685137,OH,"v=1,J=87/2,p=+,F=F1->v=1,J=85/2,p=-,F=F1",483.8,46614.2,,OTHERS
9.6943244,H I,10-41,13.82,157709.2,,CLOUDY
9.7,silicat,e  Si-O strech,,,FWHM = 1,OTHERS
9.704093,OH,"v=1,J=97/2,p=+,F=F2->v=1,J=95/2,p=-,F=F2",464.3,52532.8,,OTHERS
9.705292,OH,"v=1,J=95/2,p=+,F=F1->v=1,J=93/2,p=-,F=F1",472.1,52558.9,,OTHERS
9.70871,OH,"v=1,J=95/2,p=-,F=F1->v=1,J=93/2,p=+,F=F1",471.6,52597.5,,OTHERS
9.709165,OH,"v=1,J=97/2,p=-,F=F2->v=1,J=95/2,p=+,F=F2",463.6,52578.8,,OTHERS
9.710414,OH,"v=1,J=87/2,p=+,F=F2->v=1,J=85/2,p=-,F=F2",478.4,45149.6,,OTHERS
9.71102,OH,"v=1,J=85/2,p=+,F=F1->v=1,J=83/2,p=-,F=F1",481.1,45168.3,,OTHERS
9.711232,OH,"v=1,J=87/2,p=-,F=F2->v=1,J=85/2,p=+,F=F2",478.3,45101.7,,OTHERS
9.712398,OH,"v=1,J=85/2,p=-,F=F1->v=1,J=83/2,p=+,F=F1",480.9,45128.7,,OTHERS
9.7254661,H I,10-40,15.68,157704.5,,CLOUDY
9.745723,OH,"v=1,J=97/2,p=-,F=F1->v=1,J=95/2,p=+,F=F1",462.8,54035.2,,OTHERS
9.74899,OH,"v=1,J=85/2,p=-,F=F2->v=1,J=83/2,p=+,F=F2",474.2,43668.0,,OTHERS
9.749792,OH,"v=1,J=83/2,p=-,F=F1->v=1,J=81/2,p=+,F=F1",476.2,43686.7,,OTHERS
9.750297,OH,"v=1,J=97/2,p=+,F=F1->v=1,J=95/2,p=-,F=F1",462.1,54073.1,,OTHERS
9.750809,OH,"v=1,J=85/2,p=+,F=F2->v=1,J=83/2,p=-,F=F2",473.9,43620.1,,OTHERS
9.752004,OH,"v=1,J=83/2,p=+,F=F1->v=1,J=81/2,p=-,F=F1",475.9,43647.3,,OTHERS
9.7592589,H I,10-39,17.86,157699.3,,CLOUDY
9.777523932,H2,"v= 9,J=10->v= 9,J= 8",2.104e-08,46520.7,,MEUDON
9.782891,OH,"v=0,J=73/2,p=-,F=F2->v=0,J=71/2,p=+,F=F2",479.4,31112.2,,OTHERS
9.784879,OH,"v=0,J=71/2,p=-,F=F1->v=0,J=69/2,p=+,F=F1",477.1,31131.4,,OTHERS
9.79069,OH,"v=0,J=73/2,p=+,F=F2->v=0,J=71/2,p=-,F=F2",478.3,31064.7,,OTHERS
9.792066,OH,"v=0,J=71/2,p=+,F=F1->v=0,J=69/2,p=-,F=F1",476.1,31093.0,,OTHERS
9.7960192,H I,10-38,20.4,157693.8,,CLOUDY
9.79991,OH,"v=1,J=83/2,p=+,F=F2->v=1,J=81/2,p=-,F=F2",467.9,42192.1,,OTHERS
9.800911,OH,"v=1,J=81/2,p=+,F=F1->v=1,J=79/2,p=-,F=F1",469.4,42211.0,,OTHERS
9.802696,OH,"v=1,J=83/2,p=-,F=F2->v=1,J=81/2,p=+,F=F2",467.5,42144.6,,OTHERS
9.803933,OH,"v=1,J=81/2,p=-,F=F1->v=1,J=79/2,p=+,F=F1",468.9,42171.9,,OTHERS
9.835062984,H2,"v=13,J= 2->v=12,J= 2",1.785e-09,50994.6,,MEUDON
9.8361134,H I,10-37,23.4,157687.8,,CLOUDY
9.842988846,He I,1I-1Ko     6 - 7,4203.0,284837.2,,CLOUDY
9.847033,H I,9-18,1156.0,157316.1,,CLOUDY
9.849703958,H2,"v= 6,J= 7->v= 6,J= 5",2.205e-08,34172.2,,MEUDON
9.863272,OH,"v=1,J=81/2,p=-,F=F2->v=1,J=79/2,p=+,F=F2",459.8,40724.0,,OTHERS
9.864477,OH,"v=1,J=79/2,p=-,F=F1->v=1,J=77/2,p=+,F=F1",460.7,40743.0,,OTHERS
9.866997,OH,"v=1,J=81/2,p=+,F=F2->v=1,J=79/2,p=-,F=F2",459.2,40676.8,,OTHERS
9.868292,OH,"v=1,J=79/2,p=+,F=F1->v=1,J=77/2,p=-,F=F1",460.1,40704.4,,OTHERS
9.8799677,H I,10-36,26.95,157681.3,,CLOUDY
9.912975858,H2,"v=14,J= 4->v=12,J= 6",1.804e-10,51965.8,,MEUDON
9.91391,OH,"v=0,J=71/2,p=+,F=F2->v=0,J=69/2,p=-,F=F2",459.6,29641.5,,OTHERS
9.916152,OH,"v=0,J=69/2,p=+,F=F1->v=0,J=67/2,p=-,F=F1",457.2,29661.0,,OTHERS
9.920720221,H2,"v=10,J= 6->v= 9,J= 8",5.192e-09,46499.5,,MEUDON
9.922524,OH,"v=0,J=71/2,p=-,F=F2->v=0,J=69/2,p=+,F=F2",458.4,29595.2,,OTHERS
9.924055,OH,"v=0,J=69/2,p=-,F=F1->v=0,J=67/2,p=+,F=F1",456.1,29623.7,,OTHERS
9.92808,H I,10-35,31.17,157674.3,,CLOUDY
9.939295,OH,"v=1,J=79/2,p=+,F=F2->v=1,J=77/2,p=-,F=F2",449.8,39265.3,,OTHERS
9.940715,OH,"v=1,J=77/2,p=+,F=F1->v=1,J=75/2,p=-,F=F1",450.3,39284.4,,OTHERS
9.94394,OH,"v=1,J=79/2,p=-,F=F2->v=1,J=77/2,p=+,F=F2",449.2,39218.7,,OTHERS
9.945308,OH,"v=1,J=77/2,p=-,F=F1->v=1,J=75/2,p=+,F=F1",449.6,39246.4,,OTHERS
9.9810359,H I,10-34,36.21,157666.6,,CLOUDY
10.003116231,H2,"v= 4,J= 6->v= 4,J= 4",1.653e-08,24733.1,,MEUDON
10.02806968,H2,"v= 5,J=11->v= 4,J=13",7.235e-09,34288.5,,MEUDON
10.028317,OH,"v=1,J=77/2,p=-,F=F2->v=1,J=75/2,p=+,F=F2",438.2,37817.7,,OTHERS
10.029965,OH,"v=1,J=75/2,p=-,F=F1->v=1,J=73/2,p=+,F=F1",438.3,37837.1,,OTHERS
10.033869,OH,"v=1,J=77/2,p=+,F=F2->v=1,J=75/2,p=-,F=F2",437.5,37771.8,,OTHERS
10.03533,OH,"v=1,J=75/2,p=+,F=F1->v=1,J=73/2,p=-,F=F1",437.6,37799.7,,OTHERS
10.0395278,H I,10-33,42.27,157658.2,,CLOUDY
10.05952,OH,"v=0,J=69/2,p=-,F=F2->v=0,J=67/2,p=+,F=F2",438.8,28190.2,,OTHERS
10.06205,OH,"v=0,J=67/2,p=-,F=F1->v=0,J=65/2,p=+,F=F1",436.4,28210.0,,OTHERS
10.068965,OH,"v=0,J=69/2,p=+,F=F2->v=0,J=67/2,p=-,F=F2",437.5,28145.2,,OTHERS
10.070678,OH,"v=0,J=67/2,p=+,F=F1->v=0,J=65/2,p=-,F=F1",435.3,28173.9,,OTHERS
10.1043803,H I,10-32,49.59,157649.0,,CLOUDY
10.130797,OH,"v=1,J=75/2,p=+,F=F2->v=1,J=73/2,p=-,F=F2",425.1,36383.0,,OTHERS
10.13269,OH,"v=1,J=73/2,p=+,F=F1->v=1,J=71/2,p=-,F=F1",424.9,36402.6,,OTHERS
10.137247,OH,"v=1,J=75/2,p=-,F=F2->v=1,J=73/2,p=+,F=F2",424.3,36337.9,,OTHERS
10.138822,OH,"v=1,J=73/2,p=-,F=F1->v=1,J=71/2,p=+,F=F1",424.2,36366.0,,OTHERS
10.163673418,H2,"v=13,J= 3->v=12,J= 3",2.815e-09,51121.5,,MEUDON
10.176582,H I,10-31,58.51,157638.9,,CLOUDY
10.177803209,H2,"v= 1,J= 5->v= 1,J= 3",9.21e-09,8364.9,,MEUDON
10.180013577,H2,"v= 2,J=13->v= 1,J=15",2.991e-09,23929.6,,MEUDON
10.2031,[Fe III],3H-3F4     4 - 4,0.0016,30878.5,,HII
10.220726,OH,"v=0,J=67/2,p=+,F=F2->v=0,J=65/2,p=-,F=F2",417.2,26760.0,,OTHERS
10.223581,OH,"v=0,J=65/2,p=+,F=F1->v=0,J=63/2,p=-,F=F1",414.9,26780.1,,OTHERS
10.231021,OH,"v=0,J=67/2,p=-,F=F2->v=0,J=65/2,p=+,F=F2",415.9,26716.3,,OTHERS
